text,label
日本经济复苏迹象明显。,0
银行间债券指数和交易所债券指数先升后降，总体呈上升趋势。,1
2．一季度国民经济起步良好，保持了持续快速发展的好势头。,0
短期内，新冠肺炎疫情等因素可能对物价形成扰动，应继续密切监测 分析。,1
一是我国积极推进新型工业化，深入 实施制造业重大技术改造升级和大规模设备更新工程，高技术制造业 投资有望继续保持较快增长。,0
房价同比上涨的城市个数明显增加。,0
在美元指数维持高位的影响下，美国出口连续 9 个月 同比负增长。,1
一季度，受国内外需求拉动和国际铁矿 石合约价格上涨 71.5%的影响，钢材价格持续攀升。,0
中长期看，要通过深化改革和加快结构调整，提 升我国经济增长潜力，实现可持续发展。,0
展望未来，家电行业是我国稳增长、促消费的重要引擎，将继续 向品质化、国际化加速转型。,0
农村合作金融机构改革试点工作取得重要进展和阶段性成果。,0
一是深入推进金融精准扶贫。,0
及时开展常备借贷便利操作。,0
密切关注国际形势变化对资本流动的影响， 加强跨境资本流动监测预警。,1
保险业资产增速持续放缓。,0
前三季度，票据市场利率总体下行。,1
继续推动资产管理公司 转型发展。,0
虽然部分 行业产能增长较快及国际大宗商品价格有所回落，有助于抑制相关产 品价格上升，但价格上行风险加大。,1
同时，加强对 地方政府融资平台的放贷管理，严格控制对高耗能、高排放行业和产 能过剩行业的贷款。,1
美国司法部和国土安全部加强了打击网络侵权、窃取 商业秘密的执法力度，并加强国际协作打击制贩非授权药品。,1
中长期贷款比重提高。,0
总体上，民营企业融资难问题是当前经济下行压力有所加大、市场预期不稳 定和金融风险偏好下降、融资渠道收窄的反映，部分民营企业陷入债务违约-信 贷融资难度加大的负向循环，企业财务状况恶化与融资环境变化相互强化。,1
保险业总资产增长有所减缓。,1
同比增速为可比口径数据，为年增速。,0
煤炭供应较快增长，资源开发与生态环境保护的矛盾日益突出。,1
进一 步完善金融风险监测、评估和预警体系建设，加强重点领域风险排查， 加强对企业债务风险、银行资产质量和流动性变化情况、股票市场异 常波动、保险资金运用、房地产泡沫风险、互联网金融、跨境资金流 动、跨行业跨市场风险等领域的风险监测分析。,1
人民币对国际主要货币汇率有升 有贬，双向浮动。,1
灵活开展短期逆回购操作。,0
春耕在即，涉农贷款增速原则上不应低于各项贷款平均增速。,0
未来美元利率趋势、汇率预期和风险偏好都可能出现方向 性变化，美元套利交易前景有较大不确定性。,1
继续加强外汇、外债管理，及时完善相关政策和监管手段。,0
23 进一步便利跨境投融资。,0
一是部分发达经济体复苏陷入停滞，财政风险和金融风险交替上 升，经济中的不稳定、不确定因素增加。,1
第一季度，GDP 缩减指数（按当年价格计算 的 GDP 与按固定价格计算的 GDP 的比率）变动率为 0.4%，比上年同 期回落 1.3 个百分点，比上年全年回落 1.3 个百分点。,1
各地加 快发展的积极性较高、国外持续宽松的货币政策环境以及金融机构较 强的业务发展意愿，均是贷款投放较多的重要推动因素。,0
第二季度，外币贷款仅 增加 30 亿美元，增长有所放缓，与商业银行外币存款增加较少、资 金头寸存在制约有一定关系。,1
我国发展仍处于并将长期处于重要战略机遇期。,0
消费、投资平稳增长，进出口增速由负转正。,0
进一 步完善信贷管理制度，改进信贷政策实施方式，提高信贷政策实施效 果。,0
但是，经济运行中也存在着固定 资产投资增长过快、货币信贷投放仍然过多、国际收支不平衡加剧、 能源消耗过多、环境压力加大等突出矛盾和问题。,1
需要注意的是，当前中国经济也面临不少困难和挑战。,1
扩大全国性和做市商银行头寸上下限，满足银行管理汇率 风险和外汇市场流动性的需要。,1
前三季度全国居民消费价格同比上涨 2.1%，其中第三季度同比上涨 2.3%。,0
出口增速有所回升。,0
一是绿色信贷保持 快速增长。,0
三是用电紧张问题在局部地区明显 加剧。,1
国际金融危机还在蔓延，外部需求持续萎缩，外贸形势不容乐 观。,1
加强全面风险管理，发布《人身保 险公司全面风险管理实施指引》。,1
服务业持续恢复，市场预期向好。,0
工业生产 47 者购进价格自 2016 年 10 月开始同比涨幅由负转正，黑色金属、有色 金属和燃料动力类价格指数上涨较快。,0
外汇市场交易主体进一步扩展。,0
同时，投资者按照净值申购、赎回产品，最终投资收益由申购日和赎回日的产品 26 净值确定，产品管理人与产品的投资风险分离，风险由投资者自担，收益和风险 更加对等，真正体现“卖者尽责、买者自负”的资管本质。,1
稳慎扎实推进人民币国际化，进一步扩大人民 币在跨境贸易和投资中的使用，深化对外货币合作，发展离岸人民币 市场。,0
改革煤炭价格定价机制是转变经济增长方式、促进节能减排和区 域经济协调发展的客观要求。,0
通过健全金融机构体系和市场体系、增强金融服务能 力，进一步加大金融支持科技创新和经济结构调整的力度，支持国家创新体系建 设，促进新能源、新材料等战略性新兴产业创新发展。,0
主要工业国家短期利率呈下降趋势，下降幅 度有所放缓。,1
一是全社会物流运行效率偏低。,1
同时人民银行相机使用利率招标和数量招标的方式， 一定程度上减缓了货币市场短期利率的波动。,1
提高资本市场信息披露质量。,0
（三）居民消费价格温和上涨，生产价格涨幅扩大 居民消费价格温和上涨。,0
当前，中国经济正处于“三期叠加”阶段，防范金融风险的形势更加复杂。,1
继续培育市场基 准利率和完善国债收益率曲线，健全市场化的利率形成机制。,0
经济体制改革持续推进，在供给侧结构性改革和市场机制 的作用下，内需对经济的拉动不断上升，新兴产业蓬勃发展，传统产 业转型升级态势良好，经济结构继续优化，就业形势向好。,0
财政赤字问题仍然十分严重。,1
发放助学贷款，资助困难学生完成学业。,1
加强流动性管理主要是为经济结构调整创造平稳的货币金融环 境。,0
与此同时，疫情冲击引发财政可持续风险和 金融风险隐患上升，对全球经济结构、国际贸易和投资也产生了深远 的影响，可能存在长期伤痕效应。,1
与此同时，随着我国内生增长动能增强，工业生产持续回暖向好，2020 年第四季度以来生产资料价格加快上涨，PPI 同比降幅进一步收窄， 短期内有望转正。,0
三是企业债券融资少于上 年，股票融资继续处于较低水平。,1
市场供求对人民币汇率形成的基础性作用进一步发挥，人民币 汇率总体走升。,0
新兴经济体复苏相对强劲，但面临发达经济体实行量化宽松货币 政策带来的资本流入和通胀压力。,0
越来越多的新兴经济体和发达经济体央行上调基准利率。,0
人民币汇率 双向浮动，弹性明显增强。,0
受近两年我国采取的一系列 调整进出口结构，抑制贸易顺差过快增长政策的影响，下半年顺差增 速有所下降，年末顺差出现回落。,1
日本经济复苏势头减缓，通货紧缩压力犹存。,1
保险业总资产稳步增长。,0
2006 年国家开始进行包括水泥、 玻璃等建材相关行业的结构调整，淘汰能耗高、污染严重的落后产能， 水泥、玻璃等建材行业进行了大规模的兼并重组。,1
各大电商平台和商家积极推动产品更新换代， 精致露营和冰雪运动需求快速增长，绿色家电消费潜力逐步释放。,0
引导大型银行服务重心下沉，提高效率，更 好服务小微企业、民营企业。,0
截至 2020 年三季度末，我国本外 币绿色贷款余额已经超过 11万亿元，位居世界第一。,0
股票指数有所下跌。,1
经济结构调整的亮点逐步显现。,0
进出口增速由负转正。,0
三是随着自主创新的政策环境不断改善，企业 创新意识和动力增强，工业新产品产值同比提高 3.5 个百分点；重大 装备自主化工作进展顺利，机械工业增加值同比增长 23.9%。,0
同时，密切关注国际市 场变化对我国国际收支的影响，强化监测和预警。,1
票据市场在规范中进一步平稳发展。,0
进一步发挥信贷资产证券化盘活存量的积极作 用，推动经济提质增效和转型升级。,0
采 取综合措施维护金融稳定，守住不发生系统性、区域性金融风险的底 线。,1
完善系统重要性金融机构监管框架。,0
（一）全球经济增速放缓，增长动能不足，贸易摩擦与地缘政治 等不确定性形成拖累 全球经济增速放缓趋势明显。,1
二是 汇率改革促进外贸结构调整和产业升级的效应初步显现。,0
完善金融风险监测、评估与防控 体系，强化风险早期纠正。,1
资本市场投资主体进一步丰富。,0
新兴及发展中经济体增速继续快于发达经济体，部分新兴经济体 主动收紧宏观政策保持经济平稳增长。,0
广义货币总量增速在连续 6 个月下降后小幅回升。,0
国际原油和黄金价格出现反弹。,0
国 际债市和汇市波动较为平稳。,1
国 内房地产等重要领域依然面临回调压力，将连带影响诸多行业。,1
日本银行货币政策进一步宽松。,0
4 月 27 日，人民银行、银保监会、 证监会、外汇局联合发布《关于规范金融机构资产管理业务的指导意 见》（以下简称“资管新规”），按照产品类型统一监管标准，核心 在于弥补监管短板、治理市场乱象、防范系统性风险。,1
（五）保险业资产增长有所放缓 保费收入高速增长。,1
金融机构超额准备金率为1.3%。,0
二是盘活存量、优化增量，支持经济结构调整和转型升级。,0
引导资金投向供需共同受益、 具有乘数效应的先进制造、民生建设、基础设施短板等领域，促进产业和消费双 升级，支持经济高质量发展。,0
劳动力市场的恶化不仅体现在失业率上升，也体现在工作 时长下降。,1
长期以来，我国间 接融资比重过高，直接融资不发达，导致市场配置资源的功能弱化，企业财务杠 杆率过高，金融风险过分集中于银行体系，同时也给全社会储蓄转化为投资和金 融机构的资产负债管理、风险控制带来了一定难度。,1
外汇市场交易主体进一步扩展。,0
这种变化与资本市场波动较大、上年结构性 加息政策以及货币信贷调控从紧等因素存在一定关系。,1
45 贸易顺差仍会维持在较高水平。,0
进一步提升贸易投资便利化水平。,0
房地产业是我国现阶段重要的支柱产业和消费热点，引导和促进 房地产业持续稳定健康发展，有利于保持整个经济平稳较快增长，有 利于满足广大群众的基本住房消费需求。,0
主要发达经济体货币政策转向可能带来溢出效应和风险扩散。,1
（三）居民消费价格低位运行，核心 CPI 同比上涨 居民消费价格低位运行。,1
近期人民币有 所升值，主要是我国经济基本面良好的体现，我国率先控制了疫情，率先实现复 工复产和经济恢复正增长，出口增长较快，境外主体持续增持人民币资产。,0
2012 年第一季度，全球经济状况有所改善，但下行风险仍未消 除。,1
服务业持续恢复，现代服务业增势较好。,0
2020年初在疫情冲击下，经济活动受限，企 业停工停产较多，就业市场受到明显影响。,1
一是小微企业贷款较快增长，贷 款增速高于各项贷款平均水平，全年贷款增量高于上年。,0
三是短期冲击因素， 如突发事件、气候、地缘政治等也会通过影响预期导致大宗商品价格的短期波动 加剧。,1
Shibor促进了货币市场的快速发展。,0
主要货币市场利率低位下行。,1
一是各项扶持政策落实到位，历史包 15 袱有效化解。,0
规范民间融资，加大非 法集资打击力度。,1
信贷资金违规进入股市，既可能造成股市泡沫的过度膨胀， 产生过高的市盈率吸引社会资金流入股市，给国民经济运行带来危害，也会使银 行产生不良资产的风险大大增加，并给整个金融系统的运行带来风险。,1
严格控制对高耗能、高污染和产能过 剩行业劣质企业的贷款。,1
更为重要的是，要加快推进经济结构调整，转变发展方式，拓展资金运用空间。,0
一是努力完善农村金融服务。,0
伯南科认为，货币政策是否应对资产价格波动作出反应，取决于这种资产价 格波动是否给宏观经济产生通胀或通缩的压力。,1
日本灾后房屋重建需求上升，但价格仍较低迷。,1
日本经济复苏动能积累。,0
34 专栏 4 发达经济体加码量化宽松货币政策对资本流动的影响 2012年欧美日等发达经济体不断加码量化宽松货币政策。,0
2025 年，地缘政治局势仍有较大 不确定性，多国面临财政与债务风险，全球贸易和投资增长存在制约。,1
本次改革覆 盖各类公开发行股票行为，对完善资本市场功能、落实创新驱动发展 战略、更好服务高质量发展具有重要意义。,0
在外部经 济环境复杂多变、市场预期有所波动的情况下，公开市场操作加强与 13 其它货币政策工具的协调配合，保持操作利率大体平稳，有效引导市 场预期。,1
此外，由于中东欧国家的经济、金融同欧元 区高度关联，近期下行风险有所增加。,1
一是大力发展智 慧零售。,0
债券市场指数有所上涨。,0
农村信用社改革进展顺利，成效显著。,0
进一步推动证券产品业务创新。,0
不包括食品和能源的核心 CPI 同比上涨 0.7%， 涨幅与上半年大致持平。,0
要多措并举发展健康服务业。,0
五是有效防范系统性金融风险，维护金融体系稳定。,1
但下行风险仍 然存在。,1
三是债券市场 评级体系滞后。,1
坚持市场化、法治化处置风险， 金融风险总体收敛。,1
（四）加强信贷管理，密切关注部分地区房地产投资增长过快所隐藏的风险 要密切关注局部地区房地产过热可能带来的信贷风险，监督商业银行严格按 照国家房地产政策及其信贷政策要求，加强房地产信贷管理，对违反有关规定的 要及时查处、纠正。,1
考虑到全球范围内经济复苏较为乏力、债务水平整体较高、 投资增长有所放缓等因素，中期内通胀下行压力依然存在。,1
农村信用社改革进展顺利。,0
前三季度，我国对外非金融类直接投资 5515.1 亿元人民币，同比 下降 0.6%，降幅有所收窄。,1
当前投资快速增长，主要是财政较多 的投入和银行资金的及时配套，拉动了基本建设的快速增长。,0
（四）股票市场指数下跌，成交量和筹资额同比增加 股票市场指数下跌，跌幅远小于外围市场。,1
（一）消费拉动作用增强 消费拉动作用增强，新兴业态消费增长较快。,0
专栏 3 中国人民银行积极参与国际危机应对合作 2007 年以来，美国次贷危机逐步演化为全球性的金融危机。,1
由于企业的外部成本很低，大量未经过处理的或不达标的废污水 直接或间接排入江河湖泊，引起水质恶化，加剧了水资源的紧缺，每 年排放的工业和生活废水从 1997 年的 584 亿吨增长到 2004 年的 693 亿吨，累计增幅为 18.7%。,1
推进在银行间外汇市场挂牌人民币对新兴市场货币等 交易，更好地为跨境贸易人民币结算业务发展服务。,0
投资活动稳步恢复，高技术产业和社会领域投资增长较快。,0
（二）债券发行利率基本稳定，发行量和交易量增加 国债和金融债发行利率略有下行。,1
专栏 3：全球金融部门改革进展 全球金融危机暴露出金融部门的较大缺陷。,1
（七）黄金价格震荡下行 黄金价格保持震荡下行格局。,1
从人民币贷款期限看，中长期 贷款增量比重回落。,1
资产管理公司转型改制工作进一步推进。,0
上述信贷期限结构的错配隐藏较大风险。,1
围绕“精准扶贫、精准脱贫”方略，推 动金融机构发挥主体作用，精准对接融资需求，加强易地扶贫搬迁信 贷资金筹集和管理，提高资金使用效率，扎实做好脱贫攻坚金融服务。,0
（二）消费平稳增长，投资增速稳步回升 消费总体平稳，网上零售保持快速增长。,0
二是盘活存量、优化增量，支持经济结构调整和转型升级。,0
2006 年，人民币汇率小幅升值，市场供求的基础性作用进一步 发挥。,0
3、从构成看，全要素生产率的提高是由劳动力生产率提高推动的。,0
贸 易及财政赤字问题不容乐观。,1
引导大型银行服务重心下沉，推动中小银行 聚焦主责主业，增强金融市场的活力与韧性，健全具有高度适应性、 竞争力、普惠性的现代金融体系。,0
对预警银行苗头性问题及时纠偏，实现风险“早识别、早预 21 警、早暴露、早处置”。,1
受页岩 气厂商可能减产、也门等地缘政治事件冲击等供给面因素影响，加之 市场对美联储加息时点的预期出现反复，大宗商品价格下行压力一定 程度上得到缓解，有助于减轻全球通缩压力。,1
一是受“出口倍增”计划 影响，4 月份出口创下 1758 亿美元的历史新高。,0
三是国际大宗商品价格低位震荡，大宗商品出口国经济下行压力 和债务风险增加。,1
推动实现个人用汇双向便利。,0
日本经济继续复苏，但仍未摆脱通货紧缩的困扰。,1
上半年，钢铁、有色金属、 水泥行业投资增幅逐月回落。,1
发展消费信 贷，支持扩大内需。,0
采取综合措施维护金融稳定，守住不发生系统性、区 域性金融风险的底线。,1
我国 工业化不断深化，劳动生产率不断提高，制造业生产能力明显增强，加上劳动力 成本低等优势，出口竞争力不断提升，贸易顺差明显扩大。,0
目前，国际粮食、能源等价格上涨加大了我国输入型通货膨胀压力。,1
钢材生产成本上升幅度较大。,0
坚持市场化、法治化原 则，完善债券违约风险防范和处置机制。,1
受连续大规模注入流动性 及经济刺激计划影响，目前全球货币条件较为宽松，一旦信心恢复， 初级产品和资产价格也可能较快反弹。,0
其中，非金融企业人民币存款增速 1 月末曾回 落至 4.8%，应与春节因素影响、活期存款大幅下降有关，2、3 月末 增速已有所回升。,0
当前各地发展热情较高，尤其是中西部地区实现后发增长和区 域协调发展的意愿很强，在城镇化、信息化、工业化和农业现代化进 程中，投资需求仍比较旺盛，基础设施、产业升级以及技术改造等投 资领域比较多。,0
灵活开展公开市场操作。,0
通过大力开发票据 业务，各商业银行增强了资产结构调整的主动性和灵活性，缓解了资产负债期限 结构错配问题；降低了超额储备需求水平，改善系统流动性管理；创新了服务方 式，带动相关中间业务的发展；改善了商业银行长期以来经营收益主要依赖存贷 利差的粗放经营模式，增强了盈利能力和竞争力。,0
房地产贷款快速增长。,0
中国农业银行的改革基础性工作取得重大进展。,0
偿二代采用三支柱框架。,0
2019年以 来单月CPI同比涨幅有所走高主要受食品价格尤其是猪肉价格较快上涨所拉动， 关系到居民“菜篮子”消费成本，须引起重视并妥善应对。,0
做好金融支持巩固拓展脱贫攻坚成果，全面推进乡村振兴工作。,0
（三）加强证券期货业监管制度建设 进一步完善证券监管法规体系。,0
资金持续流入令新兴市场本币大幅升值、资产价格上涨， 亚洲新兴经济体首当其冲。,0
随着汇率市场化改革持续推进，汇率弹性逐步增强。,0
灵活开展公开市场操作。,0
并行实施好碳减排支持工具和支持煤炭清洁高效利用专项再 贷款，科学有序支持碳减排。,0
工业生产增速有所回落，结构调整逐步推进。,0
二是需 求面指标同比放缓。,1
日本房地产市场下滑风险加大。,1
未来应以推进信息产业转型升级 为主线，完善创新环境，强化企业主体地位，促进信息产业发展向创 新驱动型转变。,0
企业可以根据对外经济活动的结算货币汇率的走向提前 或推迟结算，规避汇率风险。,1
一旦企业经营 状况恶化，银行体系有可能形成不良贷款，危害金融稳定。,1
进口价格同比继续上涨。,0
进口商品价格攀升。,0
专栏 7：进一步加强和改善宏观调控，防止经济大起大落 投资过热常常伴随着信贷过热，过热之后往往是大量不良资产形成和经济增 长速度大幅下降。,1
GDP 缩减指数有所回落。,1
作为促消费的重要着力点，金融领域持续深化落实对家电行业的 支持措施。,0
欧盟则将成立欧洲系统性风险委员会（ESRC），负责整个欧盟金融市场 系统性风险的评估和预警，并在必要时提出应对建议。,1
通胀压力持续加大，2 月以来 CPI 持续保持在 2%以上，9 月更高达 3%，远超英格兰银行的通胀目标。,0
（四）股票市场指数走跌，成交量和融资额减少 股票市场指数走跌。,1
（二）工农业生产快速增长，经济效益进一步改善 工业生产继续保持快速增长。,0
图 5 进出口增速与贸易差额 进出口增速回升，贸易顺差增加。,0
市 场缺乏流动性既有债券供给和需求方面的原因，也有交易方式单一、做市商和经 纪人等竞争性市场交易中介空缺、市场透明度不高等方面的原因。,1
受美联储加息预期减弱等因素影响，伦敦同业拆借市场美元 Libor 略有下降。,1
信贷结构持续优化。,0
（四）影响未来全球经济增长的主要风险 国际原油价格高位波动、贸易保护主义抬头和国际收支失衡仍是 影响全球经济增长的主要风险。,1
比如，不考虑成本的软约束机构有可能会挤出硬约束机构，形成逆向 选择；再比如，地方政府的行为也是很重要的影响因素，地方政府债券供给的大 幅变化就可能对收益率曲线造成影响。,1
房地产市场持续低迷，由于库存较大，房价仍有下滑空间。,1
2023 年，居民消费价格指数（CPI）同 比上涨 0.2%，总体呈前高后低、逐步放缓态势，四季度同比平均下 跌 0.3%。,1
在生产成本不断上升和钢价不断下降的双重挤压 下，钢铁行业利润空间不断被压缩。,1
促进优质企业便利化政策扩面提质。,0
总体上看，超额存款准备金率持续下降是金融机构自愿选择的结果。,0
过去， 主要是通过贷款规模管理甚至行政命令等方式进行调控，其特点是容易实现对于 贷款控制的目标，但难以避免“一刀切”，代价是经济活动容易出现“急刹车” 的现象。,1
居民消费价格（CPI）比上年下降 0.7%，较 上年低 6.6 个百分点。,1
全球主要股指波动较大。,1
持续深化开发性、政策性金融机构改革。,0
固定资产投资增幅继续回落。,1
近年来，社会保障制度 进一步完善，有助于促进居民特别是中低收入居民增加消费。,0
工业生产较快增长，高技术制造业持续发挥引领作用。,0
从外部看，一是国际地 缘政治局势紧张，不仅扰动全球粮食、能源供给，造成大宗商品价格 大幅波动，而且导致供应链和国际贸易受阻，全球化进程面临挫折。,1
价格走势值得关注。,0
持续释放贷款市场报价利率（LPR）改革红利。,0
过去一段时间，由于部分市场主体忽视风险， 过度发展同业业务，导致金融体系内部风险不断累积，压力持续增大。,1
前三季度，全国服务 业生产指数同比下降 2.6%，降幅比上半年收窄 3.5 个百分点。,1
一是提高技术创新能力。,0
三是受市场 22 资金供求状况等因素影响，再贴现工具基本淡出票据市场。,1
一是部分高耗能行业虽然仍在高位运 行，但生产和出口增幅均有所回落。,1
（一）主要经济体经济形势 主要发达经济体经济复苏步伐持续分化。,0
三是企业债券融资增 7 加较多，股票融资不及上年同期。,1
根据清产核资结 果，包商银行严重资不抵债，将被依法提起破产清算，原股东的股权 和未予保障债权将依法分摊损失。,1
引导金融机构针 对疫情风险分区分级提供差异化金融服务。,1
随着债 券市场的发展，债券交易系统和登记托管结算系统需要进一步升级改造。,0
维护外汇市场健康发展。,0
税收收入较快增长，非税收入低增长。,1
消费升级类商品和网上零售持续较快增长。,0
日本经济仍然低迷。,1
债券现券交易量快速增长。,0
欧元区 和日本经济下行风险增加。,1
2003年上半年，我国第一产业平稳增长，同比增长 2.7%，第二产业增长加 快，同比增长11.6%；第三产业受“非典”疫情的影响增幅放慢，同比增长4.2%。,1
既要防止金融风险蔓延，也要 防止出现道德风险，守住不发生区域性系统性风险的底线。,1
欧元区经济衰退风险增大，高企的通货膨胀更进一步加大了经济 下行风险。,1
国债发行利率与上年末持平，金融债券和公司信用类债券发行利 率回落。,1
欧央行强调，负利率针对的是银行，居民储蓄不会受到直 接影响。,1
股票市场筹资额大幅减少。,0
开展万能险专项检查，规范险资举牌， 暂停相关机构的万能险业务和股权投资。,1
二是希腊未达 成其减赤目标。,1
实际上，LPR 与 MLF 利率的点差不完全固定，体现了报价行报价的市场化特征。,1
比如说， 存款收益看似低于当前平均的理财收益率，但它是存款人确定可以获得的收益 率；资管产品的收益率是不断变动的，投资风险大于存款，其相对较高的收益率 是通过承担价格波动风险换来的。,1
部分地区、 部分煤种价格 5 月份以来逐步回落。,1
尽管日本劳动力市场相对稳定，但家庭消费持续负增长，出口与投资 仍较低迷。,1
外汇市场交易主体进一步扩展。,0
出口回落幅度较大 与去年相比，我国工业行业基本格局出现了新的变化。,1
《规划》统筹国内国 际两个大局，全面系统谋划金融业改革与发展，发展战略有高度，发展目标可行， 政策措施有亮点，是“十二五”时期指导金融业发展的纲领性文件之一。,0
二是合理把握信贷投放节奏，增强信贷支持经济发展的均衡性和 可持续性，维护金融体系稳定。,0
高铁建设加速发展，运载 能力不断提高。,0
股市和房地产市场的价格都受多种因素影响，央行的影响和控制 能力较弱。,1
2020 年 3 月主要发达经济体金融市场 一度陷入恐慌，风险资产和一些传统避险资产遭抛售，多国股市数次 熔断，美元流动性快速收紧，新兴经济体汇率贬值，资本大幅流出。,1
定期开展全 国性银行制造业和科技创新贷款通报，激励引导金融机构加大对制造 业和科技创新信贷支持。,0
同时，美联储宽 松货币政策退出的时间和具体方案仍存较大不确定性，这将加大跨境 资本流动、全球汇市、资产价格、大宗商品价格的波动性，未来金融 市场波动将可能加剧，不确定性风险也会增加。,1
（四）股票市场波动中大幅走低 受市场信心不足、国际金融危机对我国影响不断加剧、上市公 司利润下滑等多种因素影响，2008年股票市场在波动中大幅回调，成 24 交量明显萎缩。,1
商业性房地产贷款显著回升。,0
此外，经营次级房贷业务的 机构被迫停止业务或倒闭还会波及持有次级抵押贷款及其衍生品的 机构，包括共同基金、对冲基金、大型银行与保险公司等。,1
由于我国现阶段居民的平均收入水平较低，因而国内低档汽车的销售量最 大，特别是在城镇低档农用车销售量更大；汽车产品中，中档、低档汽车的销售 约占全部汽车销售量的80%，各类国产高档车仅占20%。,1
当前要高度关注固定资产投资增长过 快、对外贸易结构性矛盾突出、流动性过多以及全球经济失衡可能给 我国带来的风险。,1
新一轮医药卫生体制改革实施以来，全民医保基本实现，基本医 疗卫生制度初步建立，为加快发展健康服务业创造了良好条件。,0
制造人才缺 乏导致工业机器人三大核心零部件的瓶颈难以突破，应用人才短缺导 致工业机器人操作、维修和应用面临制约，装机量增长受限，系统集 成人才不足导致工业机器人产业改造升级受阻，发展较为迟缓。,1
新兴市场经济体仍保持较快增长势头，但 增速略有下滑。,0
加大金融精准扶贫力度，大力发展普惠金融，着力支持贫困地 区经济社会持续健康发展和贫困人口脱贫致富。,0
三是积极培育发展外汇市场。,0
全国商品房销售额 6.4 万亿元，同比 增长 10%，比上年低 1.1 个百分点。,1
居民消费价格涨幅与上年持平。,0
由于脱欧无先例可循，在脱欧程序和脱欧后的英欧经贸关系上存在 较多的不确定性。,1
原材料购进价格 23 个月持续攀升。,0
开展定向中期借贷便利操作。,0
这在市 场流动性发生波动的情况下，容易受到冲击。,1
持续做好支持民营经济发展壮大的金融服务， 推动畅通民营企业信贷、债券、股权融资渠道。,0
加强宏观审慎管理，强化对顺周期、跨行业、 跨市场风险及风险传染的分析研判。,1
在8月份欧央行购买意、西两国国债之后， 两国国债收益率曾一度回落。,1
国内黄金价格走势与国际黄金市场保持一致，整体呈震荡上升趋 势。,1
（四）全球经济面临的主要风险 未来几个季度，全球经济前景存在较高不确定性，主要风险包括： 一是欧洲债务危机尾部风险可能威胁全球经济复苏。,1
6月下旬，短期收益率迅速上升，长短期收益率 一度出现倒挂。,1
我国偏低的资 源价格不能及时和充分地反映市场供求和资源稀缺程度，缺乏对投资者、经营者 和消费者的激励和约束作用，这在一定程度上加剧了资源的过度开发、过度需求 38 和过度浪费。,1
网上支付、移动支付、电话支付等新兴支付服务发 展迅猛。,0
劳动力市场接近充分 就业，失业率保持低位，但也存在老龄化、劳动人口短缺等结构性问 题。,1
持续推动债券二级市场发展，不断 优化交易、清算和结算等相关制度安排，完善做市商制度等市场化评 价体系，提升债券市场流动性，为市场参与者创造更加友好、便利的 投资环境。,0
伦敦同业拆借市场美元 Libor 低位波动。,1
一是降低金 融资源配置的效率，会加剧结构扭曲。,1
在工业化和城市化不断加快的进程中，农业比较收益低的 状况没有根本改变，农业自然资源紧张的问题日益严峻，农民持续增 收的难度加大，农业和农村发展仍然处于艰难的爬坡阶段。,1
日本 央行加码量化宽松近 8 万亿日元。,0
今年汽车销售市场进一步走旺。,0
2012 年以来，受全球经济增速放缓的影响，纺织行业面临的挑战更加严峻。,1
四 是全球经济贸易增长乏力，保护主义和地缘政治紧张局势抬头，再加 上新冠肺炎疫情冲击，全球范围内的民航运输服务竞争和博弈更加激 烈。,1
2019年下半年以来，全球经济下行风险加大，叠加新冠肺炎 34 疫情影响，全球央行重回宽松模式，启动降息潮，低利率政策再次向金融市场传 导。,1
此次人民币权重上调是国际社会对中国改革开放成果的肯定，有助于进一步 提升人民币的国际储备货币地位，增强人民币资产的国际吸引力。,0
Shibor 长端有 所下行。,1
二是加大金融支持经济发展方式转变和经济结构调整的力度。,0
股票 市场回温，外汇市场交易活跃，黄金市场量价齐升。,0
日本央行则继续维持宽松货币政策。,0
（二）债券发行利率回落，债券发行量同比增加 债券发行利率回落。,1
此外，未贴现银行承兑汇票波动较大。,1
目前欧 债危机暂时出现缓和，但风险依然存在。,1
同时，日元对美 元汇率持续贬值，将对人民币汇率稳定产生压力。,1
增强出口议价能力，提高出口产品价格。,0
钢材需求增幅放缓，出口增长部分弥补下游行业需求疲软的影 41 响。,1
"进 口增长趋缓,主要是原油、钢材、汽车等产品进口量下降；出口增加 较快，与高耗能、高污染和资源性产品出口增长较快有关。",1
外币贷款增长放缓。,1
当前就 业压力较大，居民对未来收入的预期也不乐观，可能对消费需求产生 不利影响。,1
“三农”贷款增速继续高于同期各项贷款。,0
过去几年， 中国克服疫情等影响，出口规模持续保持稳步增长。,0
为应对国内通胀压力和资本外流风 险，部分新兴经济体继续加息。,1
银行间债券市场债券指数有所下行。,1
（三）完善证券市场基础性制度建设 进一步完善上市公司内幕信息管理制度。,0
美国经济增长动力 有所减弱。,1
上半年，我国 GDP 为 14 万亿元，实际 增长率为 7.1%，GDP 缩减指数（按当年价格计算的 GDP 与按固定价格 计算的 GDP 的比率）为-3.1%，比上年同期回落 11.6 个百分点，比第 一季度回落 0.7 个百分点。,1
考虑到未来不确定性的增加及偏离预测值的上下分布不对称的影响，对GDP 增长预测的概率分布如下图所示。,1
外汇市场仍将动荡多变，美元总体上仍将处于疲软状态。,1
