id,year,quarter,section,section_title,sent_id_in_report,text,dict_tone,is_valid_unit,label
33615,2017,3,S3,第三部分金融市场分析,278,（一）积极发展银行间债券市场成功推出内地与香港债券市场互联互通合作（简称“债券通”）。,0.1666666666666666,1.0,0
15805,2009,4,S5,第五部分货币政策趋势,580,我国城镇化尚有较大发展空间，将拉动一系列相关产业持续发展。,0.3333333333333333,1.0,0
18734,2011,1,S5,第五部分货币政策趋势,547,充分发挥金融市场在资源配置中的基础性作用，进一步扩大直接融资渠道，发挥好股票、债券、产业基金等融资工具的作用，不断完善金融市场制度和基础设施建设，推动金融市场支持实体经济发展。,0.1860465116279069,1.0,0
41226,2020,3,S4,第四部分宏观经济分析,370,非银行金融机构脆弱性突出，流动性错配明显， 一旦金融市场剧烈波动，可能面临较大抛售压力，并向银行体系传导。,-0.1481481481481481,1.0,1
28660,2015,3,S4,第四部分宏观经济形势,368,多数发达经济体收益率有所下跌。,-0.1428571428571428,1.0,1
10790,2007,2,S4,第四部分宏观经济分析,355,2007年初以来，国际原油价格不断走高。,-0.1111111111111111,1.0,1
6785,2005,2,S4,第四部分宏观经济分析,305,企业库存管理水平提高。,0.2,1.0,0
26169,2014,3,S4,第四部分宏观经济分析,406,尽管主权信用风险降低，但欧元区仍面临德法等国家经济增长放缓、实体部门信贷需求疲弱、银行业去杠杆化等诸多长期性、结构性问题。,-0.03125,1.0,1
19792,2011,2,S4,第四部分宏观经济分析,491,房价过快上涨势头有所减缓。,-0.1428571428571428,1.0,1
38091,2019,1,S2,第二部分货币政策操作,221,开展货物贸易收支便利化试点，修订发布《跨国公司跨境资金集中运营管理规定》，实行资本项目外汇收入结汇支付便利化，营造良好的营商环境。,0.0625,1.0,0
21631,2012,2,S1,第一部分货币信贷概况,54,上半年实体经济以未贴现的银行承兑汇票、委托贷款和信托贷款方式合计融资占同期社会融资规模的18.4%，同比低9.0个百分点。,-0.032258064516129,1.0,1
23761,2013,3,S4,第四部分宏观经济分析,478,此外，一些企业为避免将来出现招工难问题，在遇到暂时困难时不轻易解雇员工，也增加了就业问题的复杂性。,-0.0344827586206896,1.0,1
39159,2019,2,S2,第二部分货币政策操作,84,引导货币市场利率平稳运行。,0.1428571428571428,1.0,0
39007,2019,3,S4,第四部分宏观经济分析,480,四是农业产地环境逐步改善，绿色发展成效卓越。,0.3333333333333333,1.0,0
27608,2014,4,S5,第五部分货币政策趋势,619,继续通过保持货币信贷合理增长、完善银行公司治理、清理不合理金融服务收费、完善多层次资本市场、增加金融供给、加大改革和结构调整力度等多措并举，标本兼治，着力降低社会融资成本。,0.1590909090909091,1.0,0
19584,2011,2,S4,第四部分宏观经济分析,283,多数新兴经济体持续强劲增长，但为应对跨境资本大幅波动和经济过热等风险，部分新兴经济体主动收紧了宏观政策，经济增速有所放缓。,0.125,1.0,0
9682,2007,1,S4,第四部分宏观经济分析,300,2007年初以来，国际原油价格不断走高。,-0.1111111111111111,1.0,1
836,2001,2,S3,第三部分金融市场运行分析,188,今年2月19日，证监会出台允许境内居民投资 B股股票的政策，导致B股市场价格急剧上涨，成交金额直线上升，到6月末达3861亿元，是上年同期的23倍。,-0.0227272727272727,1.0,1
31285,2016,3,S4,第四部分宏观经济形势,389,前三季度，境内投资者对境外企业非金融类直接投资8827.8亿元（折合1342.2亿美元），同比增长53.7%。,0.0416666666666666,1.0,0
16966,2010,3,S5,第五部分货币政策趋势,564,同时我国内需回升的基础还不平衡，民间投资和内生增长动力还要强化， 持续扩大居民消费、改善收入分配、促进经济结构调整优化的任务依然艰巨。,0.1351351351351351,1.0,0
3287,2003,2,S4,第四部分： 汪小亚、王毅,201,土地、证券等资产价格膨胀异乎寻常地超过国民生产总值增长，形成了以“地产泡沫”、“证券泡沫”和“银行泡沫”为特点的“泡沫经济”。,-0.0789473684210526,1.0,1
16906,2010,3,S4,第四部分宏观经济分析,504,前三季度，商品房销售额3.2万亿元， 同比增长15.9%，增幅比上半年回落9.5个百分点，比上年全年水平回落59.6个百分点。,-0.0333333333333333,1.0,1
17989,2010,4,S4,第四部分宏观经济分析,398,2010年，全国规模以上工业增加值同比增长15.7%，比上年高4.7个百分点；工业产销衔接状况良好，全年工业产品产销率为97.9%，比上年高0.2个百分点。,0.0789473684210526,1.0,0
44898,2022,1,S1,第一部分货币信贷概况,51,下一步，人民银行将继续健全现代货币政策框架，支持高质量发展，加快构建以国内大循环为主体、国内国际双循环相互促进的新发展格局。,0.2424242424242424,1.0,0
24284,2013,2,S4,第四部分宏观经济分析,405,斯洛文尼亚银行体系问题显现，引发市场对其爆发银行业危机的担忧；意大利、葡萄牙等国未来政局走向及其对各项改革进程的影响有待观察；西班牙财政赤字和银行业问题依然严重；希腊经济继续衰退，债务长期可持续性面临严峻挑战；法国财政整顿滞后， 经济前景不容乐观；欧元区银行业联盟等一体化机制前景未明。,-0.0416666666666666,1.0,1
8677,2006,2,S3,第三部分金融市场分析,222,重组中，在解决证券公司资本金不足、流动性困难等财务问题的同时，着力于促进证券公司转换经营机制，建立符合现代企业制度的公司治理结构和严密的内控机制，加强证券公司的制度建设和创新。,0.0425531914893617,1.0,0
31329,2016,3,S4,第四部分宏观经济形势,433,前三季度城镇新增就业1067万人，同比多增1万人，提前完成了全年新增城镇就业1000万人的预期目标。,0.12,1.0,0
35706,2018,1,S4,第四部分宏观经济形势,373,主要经济体股市波动加剧。,-0.3333333333333333,1.0,1
44941,2022,1,S2,第二部分货币政策操作,94,1月17日，1年期中期借贷便利（MLF）和7天期公开市场操作中标利率均下降10个基点至2.85%和2.10%，有利于提振市场信心，降低综合融资成本， 体现了货币政策主动作为、靠前发力。,0.12,1.0,0
12190,2008,3,S2,第二部分货币政策操作,98,下一阶段，中国人民银行将实行适度宽松的货币政策，进一步提高金融调控的预见性、针对性和灵活性，根据形势变化适时适度开展政策操作， 把握好重点、节奏、力度，着力维护货币稳定和金融稳定，促进经济又好又快发展。,0.1666666666666666,1.0,0
25653,2014,1,S4,第四部分宏观经济分析,521,利用“市场倒逼”机制，鼓励企业兼并重组，加快关停淘汰落后光伏产能，遏制低水平重复建设，提高资源配置效率和产业生产集中度，推动资源整合。,0.0571428571428571,1.0,0
38534,2019,3,S1,第一部分货币信贷概况,7,美联储是典型的国际金融危机后实施非常规货币政策的发达经济体央行。,-0.0666666666666666,1.0,1
28629,2015,3,S4,第四部分宏观经济形势,337,在美元指数维持高位的影响下，美国出口连续9个月同比负增长。,-0.0555555555555555,1.0,1
48655,2023,2,S4,第四部分宏观经济分析,481,三是基础设施建设仍显滞后。,-0.1666666666666666,1.0,1
17377,2010,2,S4,第四部分宏观经济分析,375,新兴市场和发展中经济体由于经济增长强劲，2010年通胀率将上升为6.3%。,0.2105263157894736,1.0,0
26028,2014,3,S3,第三部分金融市场分析,265,（二）债券发行规模显著扩大，发行利率回落银行间债券市场现券交易量同比降幅继续收窄。,-0.1136363636363636,1.0,1
4499,2004,3,S4,第四部分宏观经济分析,265,主要发展中国家继续保持强劲增长势头。,0.2857142857142857,1.0,0
44787,2021,4,S5,第五部分货币政策趋势,574,疫情、通胀和发达经济体货币政策调整仍是全球经济的三大不确定性。,-0.125,1.0,1
31472,2016,3,S5,第五部分货币政策趋势,576,完善金融风险监测、评估和预警体系建设， 进一步加强重点领域风险排查，关注实体经济特别是产能过剩行业、 房地产、地方政府性债务等领域风险。,-0.0263157894736842,1.0,1
38848,2019,3,S4,第四部分宏观经济分析,321,（一）全球经济增速放缓，增长动能不足，贸易摩擦与地缘政治等不确定性形成拖累全球经济增速放缓趋势明显。,-0.1071428571428571,1.0,1
17160,2010,2,S2,第二部分货币政策操作,158,农村信用社改革取得重要的阶段性成果。,0.2222222222222222,1.0,0
4031,2004,1,S4,第四部分宏观经济分析,235,四是投资结构不合理。,-0.2,1.0,1
30875,2016,1,S5,第五部分货币政策趋势,598,推动经济结构调整和转型升级、深化改革开放和防范金融风险方面的作用。,0.3125,1.0,0
17782,2010,4,S3,第三部分金融市场分析,191,以国债收益率曲线为例，2010年大致经历三个阶段：第一阶段是年初至8月份，国债收益率曲线呈短端整体上升而中长端稳定下行趋势；第二阶段是9月份至11月中上旬，收益率曲线出现了明显的陡峭化上移走势，其中中期品种的收益率上行幅度最大；第三阶段是11月下旬至年末，短端收益率大幅攀升，收益率曲线总体平坦化上移，不同期限收益率水平都达到2010年以来的最高值。,0.0368421052631578,1.0,0
49541,2024,1,S2,第二部分货币政策操作,171,加大对科技型企业的信贷支持力度，不断提升金融支持科技创新的能力、强度和水平。,0.1818181818181818,1.0,0
14202,2009,1,S4,第四部分宏观经济分析,437,钢铁需求继续减弱。,-0.2,1.0,1
37339,2018,4,S2,第二部分货币政策操作,153,2018年12月，中国人民银行创设定向中期借贷便利（TMLF），为金融机构提供长期稳定资金来源， 定向支持其扩大对小微企业、民营企业信贷投放。,0.088235294117647,1.0,0
7266,2005,4,S4,第四部分宏观经济分析,317,综合消费价格指数（HICP） 为2.2%，比上年提高0.1个百分点；各季同比分别上涨2.0%、2.0%、 2.3%和2.3%。,0.0666666666666666,1.0,0
35912,2018,1,S5,第五部分货币政策趋势,579,继续优化流动性的投向和结构，强化信贷政策的定向作用，做好金融支持供给侧结构性改革的工作。,0.2083333333333333,1.0,0
7901,2006,1,S4,第四部分宏观经济分析,365,此外，签订劳动合同的仅占1/3，没有办理任何社会保险和不知社会保险为何物的占75%。,0.0416666666666666,1.0,0
35909,2018,1,S5,第五部分货币政策趋势,576,一方面要掌控好流动性尺度，助力去杠杆和防范化解金融风险；另一方面， 要综合考虑宏观经济运行变化，加强政策协调，灵活运用多种货币政策工具组合，合理安排工具搭配和操作节奏，维护流动性合理稳定。,0.1276595744680851,1.0,0
39435,2019,2,S4,第四部分宏观经济分析,360,通胀水平近期保持温和，2019年5月、6月 CPI 同比均上涨2.0%。,-0.0476190476190476,1.0,1
21832,2012,2,S4,第四部分宏观经济分析,255,目前美国经济运行面临的不确定性因素增多。,-0.1111111111111111,1.0,1
5566,2004,4,S5,第五部分货币政策趋势,446,有效发挥公开市场操作的预调、微调作用，维护货币市场平稳运行。,0.1875,1.0,0
28105,2015,1,S4,第四部分宏观经济形势,465,就业基本稳定，消费价格温和上涨。,0.0555555555555555,1.0,0
9901,2007,3,S1,第一部分货币信贷概况,10,9月末，金融机构居民户人民币存款余额17.2万亿元，同比增长6.9%，增速比上年同期低9.2个百分点，比年初增加7621亿元，同比少增9710亿元。,0.0277777777777777,1.0,0
18439,2011,1,S4,第四部分宏观经济分析,252,房地产市场持续低迷，由于库存较大，房价仍有下滑空间。,-0.0666666666666666,1.0,1
25959,2014,3,S2,第二部分货币政策操作,196,保证符合条件的在建续建工程和项目的合理资金需求，积极支持棚户区改造、铁路、地下管网等既惠民生也能提升增长质量和效益的重大基础设施和民生工程建设。,0.1538461538461538,1.0,0
1062,2001,4,S3,第三部分宏观经济与货币政策,132,居民消费价格全年上升0.7%，较2000年升幅扩大0.3个百分点，其中城市上升0.7%，农村上升0.8%；中国人民银行编制的企业商品价格指数全年下降0.6%，比2000年降幅回升0.6个百分点。,-0.0116279069767441,1.0,1
37923,2019,1,S1,第一部分货币信贷概况,53,另一方面，货币政策也需要为高质量发展营造适宜的货币条件。,0.2142857142857142,1.0,0
20562,2012,1,S2,第二部分货币政策操作,104,积极引导信贷资源投向小型微型企业、“三农”、保障性住房、战略性新兴产业等重点领域和薄弱环节；不断完善对民生领域的金融服务；引导金融机构在基准利率之内根据风险原则合理定价，切实满足居民家庭首次购买自住普通商品住房的贷款需求。,0.0545454545454545,1.0,0
42660,2021,1,S1,第一部分货币信贷概况,57,我国的央行操作目标体系也采取了第二类做法，更为直观，市场和公众观察货币政策取向时，只需看政策利率是否发生变化即可，无需过度关注公开市场操作数量，也无需过度关注个别机构的市场成交利率，或受短期因素扰动的市场利率时点值。,-0.05,1.0,1
25285,2014,1,S2,第二部分货币政策操作,153,对全国老少边穷地区616个县（市）共调增资金支持额度33亿元。,0.0555555555555555,1.0,0
7400,2005,4,S4,第四部分宏观经济分析,451,工业品出厂价格上涨4.9%，涨幅比上年回落1.2个百分点。,-0.0769230769230769,1.0,1
29291,2015,2,S4,第四部分宏观经济形势,357,截至6月30日，道琼斯工业平均指数收于17619.51点，较上季度末下跌了0.9%。,-0.0476190476190476,1.0,1
2151,2002,4,S3,第三部分金融市场运行分析,185,2002年非金融企业部门以这四种方式融入的资金总计为24233亿元(本外币合计)，同比多融7678亿元，增长46.4%，其中以贷款方式融资19228亿元，同比增长53.1%；以国债方式净融资3718亿元，同比增长43.1%；以企业债方式净融资325亿元，同比增长121.1%；以股票方式融资962亿元，同比下降23.2%。,0.0526315789473684,1.0,0
10109,2007,3,S4,第四部分宏观经济分析,218,欧元区经济稳步增长。,0.25,1.0,0
11614,2008,1,S1,第一部分货币信贷概况,37,2007年以来，外汇主管部门通过调减金融机构短期外债指标，要求主要商业银行持有占外汇总资产一定比例的境外流动性资产，加上外汇存款下降，收紧了境内外汇流动性，境内外币利率上升，对于抑制不合理的外汇贷款需求发挥了积极作用，也有利于商业银行加强外汇流动性管理、价格传导和风险防范等三个机制的建设。,-0.027027027027027,1.0,1
33485,2017,3,S2,第二部分货币政策操作,148,一是实现贸易报关信息便利化查询。,0.125,1.0,0
29155,2015,2,S3,第三部分金融市场运行,221,（二）债券现券交易活跃，债券发行规模显著扩大，发行利率明显回落上半年，银行间债券市场现券交易量33万亿元，日均成交2701亿元，同比增长88%。,0.027027027027027,1.0,0
46331,2022,2,S4,第四部分宏观经济分析,408,生产价格涨幅持续回落。,0.5,1.0,0
50509,2024,3,S5,第五部分货币政策趋势,556,要正视困难、坚定信心、积极应对，着力培育经济增长动能，推动经济实现质的有效提升和量的合理增长。,0.2222222222222222,1.0,0
17016,2010,2,S1,第一部分货币信贷概况,14,非金融企业人民币存款余额为28.1万亿元，同比增长19.5%，增速比上季度末低7.1个百分点，比年初增加2.9万亿元，同比大幅少增2.7万亿元，主要与上年基数较高有关。,0.048780487804878,1.0,0
37379,2018,4,S2,第二部分货币政策操作,193,七是加快推进银行发行永续债补充资本。,0.2,1.0,0
36753,2018,2,S2,第二部分货币政策操作,184,有弹性的汇率机制发挥了浮动汇率“自动稳定器”的功能，目前市场预期平稳、分化，跨境资本流动和外汇供求总体平衡。,0.1290322580645161,1.0,0
48964,2023,4,S2,第二部分货币政策操作,232,支持地方政府通过并购重组、注入资产等方式，逐步剥离融资平台政府融资功能。,0.05,1.0,0
13566,2008,4,S4,第四部分宏观经济分析,410,存货投资占GDP的比重虽然较小，但却是加剧宏观经济波动的重要因素，这在衰退期尤为如此。,-0.08,1.0,1
12362,2008,3,S4,第四部分宏观经济分析,270,美国次贷危机逐步演变为国际金融危机，全球金融市场动荡加剧。,-0.2857142857142857,1.0,1
177,2001,1,S2,第二部分宏观经济分析,177,预测后三季度经济将保持平稳增长，增幅稳中略有回落，全年我国经济增长为7.5%左右。,0.1363636363636363,1.0,0
46225,2022,2,S3,第三部分金融市场运行,302,2022年4月，证监会发布《关于完善上市公司退市后监管工作的指导意见》，健全上市公司退市机制，推动形成“有进有出，能进能出”的良好生态。,0.0277777777777777,1.0,0
46278,2022,2,S4,第四部分宏观经济分析,355,短期而言引发通胀攀升的因素包括前期发达经济体大力度的刺激政策、疫情反复加剧全球供给瓶颈、地缘政治冲突引发全球能源和粮食供应紧张、劳动力市场供需错配加剧“工资— 物价”螺旋、海外通胀预期走高引发“第二轮效应”等。,-0.1379310344827586,1.0,1
38838,2019,3,S3,第三部分金融市场运行,311,8月23日，中国银保监会出台《商业银行代理保险业务管理办法》，从业务准入、经营规划、 业务退出、监督管理等方面，对商业银行销售保险产品进行了相应规范，从监管层面建立起商业银行代理保险业务全流程统一的监管制度。,0.0178571428571428,1.0,0
46721,2022,4,S2,第二部分货币政策操作,259,5月，外汇局发布《关于支持高新技术和“专精特新”企业开展跨境融资便利化试点的通知》，决定进一步扩大试点，便利更多高新技术和“专精特新”企业在一定额度内自主借用外债，助力企业加快创新发展。,0.1698113207547169,1.0,0
22595,2012,4,S4,第四部分宏观经济分析,487,2012年，农产品生产价格上涨2.7%，比上年回落13.8个百分点； 农业生产资料价格上涨5.6%，比上年回落5.7个百分点。,-0.0714285714285714,1.0,1
3362,2003,2,S4,第四部分： 汪小亚、王毅,276,行业小钢铁、小水泥等死灰复燃。,-0.1111111111111111,1.0,1
48581,2023,2,S4,第四部分宏观经济分析,407,贸易结构持续优化，一般贸易进出口增长4.0%，占进出口总额的比重为65.5%，比上年同期提高1.2个百分点。,0.1481481481481481,1.0,0
18901,2011,3,S2,第二部分货币政策操作,163,按贷款五级分类口径统计，9月末，全国农村信用社不良贷款余额和比例分别为3738亿元和5.7%，比上年末分别下降亿元和1.7个百分点。,-0.0294117647058823,1.0,1
50027,2024,3,S1,第一部分货币信贷概况,74,主要经济体货币政策出现调整，美联储降息实质性落地，除日本央行外的主要经济体货币政策进入降息周期，美元指数整体震荡下行，人民币汇率双向波动，总体在合理均衡水平上保持基本稳定。,0.0697674418604651,1.0,0
44039,2021,2,S4,第四部分宏观经济分析,374,与 CPI 相比，PPI 上涨更加明显，6月美国和日本的 PPI 涨幅分别为7.3%和5.0%，欧元区 PPI 涨幅更是达到10.2%。,0.027027027027027,1.0,0
21917,2012,2,S4,第四部分宏观经济分析,340,全球经济前景存在较高不确定性，主要风险包括： 一是当前全球经济最主要的风险仍是欧洲债务危机。,-0.1111111111111111,1.0,1
12151,2008,3,S2,第二部分货币政策操作,59,其中， 月25日起，除中国工商银行、中国农业银行、中国银行、中国建设银行、交通银行和中国邮政储蓄银行外，存款类金融机构存款准备金率下调1个百分点，汶川地震重灾区地方法人金融机构存款准备金率下调2个百分点；10月15日起，存款类金融机构存款准备金率均下调0.5个百分点。,-0.032258064516129,1.0,1
14951,2009,2,S4,第四部分宏观经济分析,237,2009年第一季度，GDP 季节调整后环比折年率大幅下滑14.2%，为战后最大降幅。,-0.0476190476190476,1.0,1
25908,2014,3,S2,第二部分货币政策操作,145,基于上述考虑，2014年9月，中国人民银行创设了中期借贷便利（Medium-term Lending Facility，MLF）。,0.037037037037037,1.0,0
48944,2023,4,S2,第二部分货币政策操作,212,完善以市场供求为基础、参考一篮子货币进行调节、有管理的浮动汇率制度。,0.05,1.0,0
40313,2020,1,S1,第一部分货币信贷概况,25,3月份以来，为对冲疫情影响，美、欧等央行快速降息至零，出台大规模资产购买计划，甚至实施无限量化宽松。,0.0333333333333333,1.0,0
29969,2015,4,S4,第四部分宏观经济形势,412,通胀水平依然处于低位，且仍面临较大下行压力。,-0.0769230769230769,1.0,1
47541,2023,1,S4,第四部分宏观经济分析,464,（六）国际收支及外债初步统计，2023年第一季度，我国经常账户顺差820亿美元， 与 GDP 之比为2.0%，继续处于合理均衡区间。,0.0606060606060606,1.0,0
217,2001,1,S3,第三部分金融市场分析,217,企业在股票市场上累计筹资额为559亿元，比上年同期增长234%。,0.0625,1.0,0
17556,2010,2,S5,第五部分货币政策趋势,554,从第二季度中国人民银行对企业家、银行家和城镇储户问卷调查的结果看，主要指标继续上升或出现一定程度回稳，总体仍处在较高的水平上。,0.0294117647058823,1.0,0
17952,2010,4,S4,第四部分宏观经济分析,361,但量化宽松政策并不能从根本上解决其经济难题，反而可能加剧全球流动性泛滥和货币竞争性贬值的风险，并通过汇率和资本跨境流动渠道对新兴经济体等产生负面的溢出效应。,-0.0697674418604651,1.0,1
29264,2015,2,S4,第四部分宏观经济形势,330,通胀水平仍然低位徘徊，可能会在一定程度上影响美联储货币政策正常化进程。,-0.0555555555555555,1.0,1
20374,2011,4,S4,第四部分宏观经济分析,494,房地产开发投资高位缓慢回落。,-0.2857142857142857,1.0,1
23327,2013,3,S1,第一部分货币信贷概况,44,值得注意的是，同业存款之前不计入M2统计，2011年9月调整统计口径后开始计入M2。,0.0416666666666666,1.0,0
25314,2014,1,S3,第三部分金融市场分析,182,（一）货币市场交易量增长放缓，市场利率明显回落银行间回购交易量增长放缓，拆借交易量同比下降。,-0.04,1.0,1
219,2001,1,S3,第三部分金融市场分析,219,由于国际股票市场走低，预计今年上市公司境外筹资金额将小于去年。,-0.0666666666666666,1.0,1
27341,2014,4,S3,第三部分金融市场分析,352,二是加强保险公司风险防范，完善了保险资金投后管理，并将声誉风险管理纳入保险公司全面风险管理体系。,-0.0454545454545454,1.0,1
20911,2012,1,S4,第四部分宏观经济分析,453,1.房地产行业2012年第一季度，房地产市场继续呈现回稳态势，房价同比下降的城市个数增多，房地产开发投资增速缓慢回落，主要金融机构房地产贷款增速持续回落，保障性安居工程信贷支持力度不断加强。,0.0666666666666666,1.0,0
18010,2010,4,S4,第四部分宏观经济分析,419,2010年，进口价格同比上涨13.7%，比上年高27.0个百分点；各季度分别同比上涨15.6%、18.7%、 10.9%和9.8%。,-0.0666666666666666,1.0,1
22920,2013,1,S2,第二部分货币政策操作,199,部分农村信用社进一步明晰产权关系、完善法人治理结构，健全内控管理制度，有效提高了经营管理水平。,0.217391304347826,1.0,0
28876,2015,3,S5,第五部分货币政策趋势,584,从国际环境看，金融危机后世界经济总体疲弱并呈现内生化特征，全球贸易增速较低，外部经济的拉动作用减弱。,-0.0666666666666666,1.0,1
6481,2005,2,S1,第一部分货币信贷概况,1,2005年上半年，我国国民经济继续平稳较快发展，货币信贷增长基本适度，金融运行平稳。,0.1818181818181818,1.0,0
27443,2014,4,S4,第四部分宏观经济分析,454,全年猪牛羊禽肉产量8540万吨，比上年增长2.0%，其中猪肉产量5671万吨，增长3.2%。,0.0909090909090909,1.0,0
30968,2016,3,S2,第二部分货币政策操作,72,第三季度以来，受地方债密集发行、财政税收、外汇占款下降等亿元货物贸易服务贸易及其他因素影响，银行体系流动性供求波动有所加大。,-0.0303030303030303,1.0,1
49692,2024,1,S3,第三部分金融市场运行,322,一季度， 票据市场利率基本平稳。,0.1111111111111111,1.0,0
29064,2015,2,S2,第二部分货币政策操作,130,从实施效果看，信贷结构继续优化，信贷投放对稳增长、促转型和保民生的支持作用不断增强。,0.1923076923076923,1.0,0
35721,2018,1,S4,第四部分宏观经济形势,388,为应对墨西哥比索汇率贬值、资本外流和国内通胀压力等问题，墨西哥央行于2月8日上调目标利率25个基点至7.50%。,-0.03125,1.0,1
29502,2015,2,S5,第五部分货币政策趋势,568,数量和价格相互配合，在金融调控中发挥了重要作用。,0.1428571428571428,1.0,0
26592,2014,2,S3,第三部分金融市场分析,203,从期限结构来看，1年及1年期以下交易最为活跃，其名义本金总额为13535.4亿元，占总量的79.7%。,0.0357142857142857,1.0,0
39446,2019,2,S4,第四部分宏观经济分析,371,新兴市场经济体方面，俄罗斯卢布、阿根廷比索、巴西雷亚尔、墨西哥比索与印度卢比对美元较3月末分别升值3.82%、1.91%、1.87%、1.07%与0.35%， 土耳其里拉、韩国韩元对美元较3月末贬值4.26%、1.67%。,0.02,1.0,0
36269,2018,3,S3,第三部分金融市场运行,330,上海黄金交易所 AU9999最高价为270.00元/克，最低价为260.75元/克，9月末收于264.06元/克，较6月末下跌1.24%。,-0.0303030303030303,1.0,1
48692,2023,2,S5,第五部分货币政策趋势,518,坚持以市场供求为基础、参考一篮子货币进行调节、 有管理的浮动汇率制度，综合施策、稳定预期，保持人民币汇率在合理均衡水平上的基本稳定，坚决防范汇率超调风险。,0.0888888888888888,1.0,0
26963,2014,2,S5,第五部分货币政策趋势,574,加快发展外汇市场，坚持金融服务实体经济的原则，为基于实需原则的进出口企业提供汇率风险管理服务。,0.0869565217391304,1.0,0
19475,2011,2,S2,第二部分货币政策操作,174,完善跨境资金流动监管，防范异常跨境资本流动风险。,-0.0769230769230769,1.0,1
43477,2021,3,S4,第四部分宏观经济分析,356,主要发达经济体的宏观政策力度边际减弱，需关注其可能伴生的经济金融风险。,-0.1111111111111111,1.0,1
33333,2017,1,S5,第五部分货币政策趋势,578,继续做好互联网金融风险专项整治工作。,-0.125,1.0,1
16766,2010,3,S4,第四部分宏观经济分析,364,预计2010年和2011年，发展中经济体物价分别上涨6.2%和5.1%，发达经济体分别上涨1.4%和1.3%。,-0.04,1.0,1
48848,2023,4,S2,第二部分货币政策操作,116,其中，2023年9月15日，金融机构外汇存款准备金率下调2个百分点，由6%降至4%，释放外汇流动性约150亿美元。,-0.0333333333333333,1.0,1
44761,2021,4,S4,第四部分宏观经济分析,548,台积电等部分厂商虽已计划扩产，但产能释放仍需时间。,0.0588235294117647,1.0,0
5461,2004,4,S4,第四部分宏观经济分析,341,中国人民银行5000户工业企业财务统计和季度问卷调查显示， 企业家对当前企业总体经营状况普遍持乐观态度。,0.0416666666666666,1.0,0
22598,2012,4,S4,第四部分宏观经济分析,490,2012年，进口价格同比下降0.5%，比上年低14.5个百分点，第一季度同比上涨4.1%，其余各季度分别下降0.7%、3.2%和2.3%。,-0.0625,1.0,1
32258,2016,4,S2,第二部分货币政策操作,159,自2016年6月15日起，通过中国人民银行网站发布中国国债收益率曲线，推动市场主体提高对国债收益率曲线的关注和使用程度，进一步夯实国债收益率曲线的基准性。,0.1025641025641025,1.0,0
38258,2019,1,S4,第四部分宏观经济形势,388,主要经济体国债收益率普遍下行。,-0.1428571428571428,1.0,1
48558,2023,2,S4,第四部分宏观经济分析,384,今年以来，美欧银行业危机叠加美债违约风险同步发酵，对全球金融市场带来冲击。,-0.2222222222222222,1.0,1
28156,2015,1,S4,第四部分宏观经济形势,516,农业生产资料价格降幅大于农产品生产价格降幅，农产品生产价格同比下降0.7%，农业生产资料价格同比下降0.9%。,-0.0833333333333333,1.0,1
5244,2004,4,S2,第二部分货币政策操作,124,为巩固改革成果，强化正向激励机制，国家对上述地区农信社给予扶持的政策总体上仍按原试点方案的规定执行，正向激励的资金支持方案逐步落实。,0.2432432432432432,1.0,0
21457,2012,3,S4,第四部分宏观经济分析,445,国际大宗商品价格出现上涨。,-0.1666666666666666,1.0,1
40279,2019,4,S5,第五部分货币政策趋势,571,积极稳妥推动债券市场制度性、系统性开放，引入更多中长期投资者。,0.2,1.0,0
19016,2011,3,S4,第四部分宏观经济分析,278,欧元区主权债务危机的负面效应向银行体系和实体经济扩散，成员国经济全面下滑，金融市场动荡加剧。,-0.217391304347826,1.0,1
38376,2019,1,S4,第四部分宏观经济形势,506,居民消费价格温和上涨。,-0.1,1.0,1
48742,2023,4,S1,第一部分货币信贷概况,10,2023年末，金融机构本外币贷款余额为242.2万亿元，同比增长10.1%，比年初增加22.2万亿元， 同比多增1.5万亿元。,0.037037037037037,1.0,0
49183,2023,4,S4,第四部分宏观经济分析,451,但考虑到服务项目通胀仍具粘性，地缘政治冲突还可能引发大宗商品价格波动，通胀回落仍是一个相对缓慢的过程。,-0.0714285714285714,1.0,1
44776,2021,4,S4,第四部分宏观经济分析,563,加强技术攻关，加快车用芯片等关键技术的研发，引导企业优化供应链布局，提高产业链的稳定性、安全性和竞争力。,0.2592592592592592,1.0,0
4660,2004,3,S5,第五部分预测和展望,426,研究建立存款保险制度，建立及时、有效的金融机构退出机制，防范道德风险和逆向选择，保证金融体系整体稳定。,0.04,1.0,0
42121,2020,4,S2,第二部分货币政策操作,139,完善系统重要性金融机构监管框架。,0.1428571428571428,1.0,0
27346,2014,4,S4,第四部分宏观经济分析,357,（一）主要经济体经济状况美国经济复苏动能增强。,0.1538461538461538,1.0,0
17756,2010,4,S2,第二部分货币政策操作,165,本币互换的实施标志着中国人民银行与其他货币当局的货币合作迈上了新台阶，并为未来进一步开展与其他当局的货币合作奠定了基础。,0.1818181818181818,1.0,0
36980,2018,2,S4,第四部分宏观经济形势,411,同时，主要发达经济体政策空间有限，积极的财政政策可能加剧财政赤字和国债增发， 规模庞大，利率水平整体偏低，货币政策的空间也非常有限。,-0.1428571428571428,1.0,1
